id,question,answer,category,task_type,evaluation_method
3128,Slashing in a PoS blockchain typically refers to: Options: A) Reducing the token balance of a validator for misbehavior. B) Cutting transaction fees for high-stakes validators. C) Sharing staking rewards among smaller holders. D) Slicing tokens to half at regular intervals.,Slicing tokens to half at regular intervals.,dmind_tokenomist,multiple_choice,rule_based
3129,How does staking typically affect a token's circulating supply in the short term? Options: A) It decreases circulating supply due to tokens being locked. B) It increases circulating supply. C) It has no effect on circulating supply. D) It doubles the circulating supply.,It decreases circulating supply due to tokens being locked.,dmind_tokenomist,multiple_choice,rule_based
3130,What is one advantage of a token vesting schedule for team members? Options: A) It aligns team incentives with long-term project success. B) It provides immediate liquidity to team members. C) It prevents any team members from ever selling tokens. D) It allows team members to vote with unlimited weight immediately.,It aligns team incentives with long-term project success.,dmind_tokenomist,multiple_choice,rule_based
3131,"In a typical vesting schedule, what is a cliff""?"" Options: A) A short initial period during which no tokens are vested. B) A mechanism that doubles rewards after each vesting period. C) A fee charged to withdraw vested tokens early. D) A bonus given to team members who hold past the vesting end.",A mechanism that doubles rewards after each vesting period.,dmind_tokenomist,multiple_choice,rule_based
3132,Which scenario describes linear vesting? Options: A) Tokens are released incrementally in equal amounts over time. B) All tokens are released after a fixed waiting period. C) Tokens are never released and permanently locked. D) Tokens are released in random quantities sporadically.,Tokens are released incrementally in equal amounts over time.,dmind_tokenomist,multiple_choice,rule_based
3133,Which of the following is a potential consequence of a very short lock-up period for token private sale investors? Options: A) Greater long-term price stability. B) Increased risk of early large sell-offs. C) Immediate trust from retail investors. D) Lower token liquidity in early markets.,Increased risk of early large sell-offs.,dmind_tokenomist,multiple_choice,rule_based
3134,Which feature is most important in a well-designed governance token? Options: A) It should allow unlimited creation of new tokens for voters. B) It should balance voting power to avoid concentration. C) It should give special voting rights to whales only. D) It should bypass all community discussions.,It should balance voting power to avoid concentration.,dmind_tokenomist,multiple_choice,rule_based
3135,What is the purpose of a DAO treasury in tokenomics? Options: A) To hold funds for protocol development and community proposals. B) To serve as a central bank issuing new tokens arbitrarily. C) To allow private investors to retrieve their initial investment on demand. D) To automatically burn tokens when the price falls.,To hold funds for protocol development and community proposals.,dmind_tokenomist,multiple_choice,rule_based
3136,Which statement best describes protocol-owned liquidity (POL)? Options: A) Liquidity that is not visible on any blockchain. B) Liquidity provided by centralized exchanges. C) Liquidity exclusively funded by user deposits. D) Liquidity purchased and managed by the protocol itself.,Liquidity purchased and managed by the protocol itself.,dmind_tokenomist,multiple_choice,rule_based
3137,A cross-chain bridge often relies on which mechanism to transfer tokens between blockchains? Options: A) Synchronous block confirmation across networks. B) Oracle-based price feeds only. C) Direct merging of two blockchain ledgers. D) Burning tokens on one chain and minting equivalents on another.,Burning tokens on one chain and minting equivalents on another.,dmind_tokenomist,multiple_choice,rule_based
3138,What is one potential risk introduced by cross-chain token bridging? Options: A) It can introduce double-spend or bridge hacking vulnerabilities. B) It decreases total liquidity across the ecosystem. C) It creates trustless connectivity without any overhead. D) It ensures tokens on multiple chains become hyper-deflationary.,It can introduce double-spend or bridge hacking vulnerabilities.,dmind_tokenomist,multiple_choice,rule_based
3139,"What is a common effect of game-theoretic collusion among liquidity providers? Options: A) Artificially maintained high APYs at the protocol's expense. B) Decreased rewards for all participants. C) A stable, trustless environment for all traders. D) Improved network security through competition.",Artificially maintained high APYs at the protocol's expense.,dmind_tokenomist,multiple_choice,rule_based
3140,Which of the following mechanisms can act as disinflationary token supply controls? Options: A) Increase in base token issuance B) Introduction of new token farms C) Halving of block rewards D) Token burns from transaction fees,CD,dmind_tokenomist,multiple_choice,rule_based
3141,Which factors can contribute to a low token velocity? Options: A) High staking participation B) Long-term lock-up requirements C) Lack of utility for transactions D) Frequent token burns increasing scarcity,ABC,dmind_tokenomist,multiple_choice,rule_based
3142,What consequences might result from excessive liquidity mining incentives? Options: A) Inflated token supply and high issuance B) Increased market depth and stable prices C) Temporary user engagement followed by drop-off D) Guarantee of sustained user activity,AC,dmind_tokenomist,multiple_choice,rule_based
3143,Which of the following are features of a typical Proof-of-Stake system? Options: A) Energy-intensive mining hardware B) Random block production by lottery without stake C) Economic penalties for misbehavior (slashing) D) Validators must lock up tokens,CD,dmind_tokenomist,multiple_choice,rule_based
3144,What design elements can help mitigate the risk of token price crashes due to large initial sales? Options: A) Implementing a vesting schedule for team and investors B) Allowing unrestricted trading immediately after launch C) Cliff periods delaying initial token releases D) Burn mechanisms after each sale,AC,dmind_tokenomist,multiple_choice,rule_based
